end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
1506,15.06,SLT,Amit_1,1378,13.78,provisional,22
1757,17.57,SSLW,Amit_1,1506,15.06,provisional,22
2237,22.36,GT,Amit_1,1757,17.57,provisional,22
325,3.25,QS,Amit_1,0,0.0,provisional,23
380,3.8,GI,Amit_1,325,3.25,provisional,23
1094,10.94,SSSW,Amit_1,380,3.8,provisional,23
1208,12.08,SLT,Amit_1,1094,10.94,provisional,23
1752,17.52,SSLW,Amit_1,1208,12.08,provisional,23
2178,21.77,GT,Amit_1,1752,17.52,provisional,23
259,2.59,QS,Amit_1,0,0.0,provisional,24
291,2.91,GI,Amit_1,259,2.59,provisional,24
650,6.5,SSSW,Amit_1,291,2.91,provisional,24
766,7.66,SLT,Amit_1,650,6.5,provisional,24
1668,16.68,SSLW,Amit_1,766,7.66,provisional,24
2071,20.7,GT,Amit_1,1668,16.68,provisional,24
244,2.44,QS,Amit_1,0,0.0,model_assisted_provisional,25
349,3.49,GI,Amit_1,244,2.44,model_assisted_provisional,25
765,7.65,SSSW,Amit_1,349,3.49,model_assisted_provisional,25
888,8.88,SLT,Amit_1,765,7.65,model_assisted_provisional,25
1093,10.93,SSLW,Amit_1,888,8.88,model_assisted_provisional,25
1193,11.92,GT,Amit_1,1093,10.93,model_assisted_provisional,25
202,2.02,QS,Amit_1,0,0.0,provisional,26
259,2.59,GI,Amit_1,202,2.02,provisional,26
994,9.94,SSSW,Amit_1,259,2.59,provisional,26
1108,11.08,SLT,Amit_1,994,9.94,provisional,26
1567,15.67,SSLW,Amit_1,1108,11.08,provisional,26
2104,21.03,GT,Amit_1,1567,15.67,provisional,26
246,2.46,QS,Amit_1,0,0.0,provisional,27
308,3.08,GI,Amit_1,246,2.46,provisional,27
970,9.7,SSSW,Amit_1,308,3.08,provisional,27
1086,10.86,SLT,Amit_1,970,9.7,provisional,27
1637,16.37,SSLW,Amit_1,1086,10.86,provisional,27
2030,20.29,GT,Amit_1,1637,16.37,provisional,27
222,2.22,QS,Amit_1,0,0.0,provisional,28
259,2.59,GI,Amit_1,222,2.22,provisional,28
837,8.37,SSSW,Amit_1,259,2.59,provisional,28
969,9.69,SLT,Amit_1,837,8.37,provisional,28
1545,15.45,SSLW,Amit_1,969,9.69,provisional,28
1894,18.93,GT,Amit_1,1545,15.45,provisional,28
156,1.56,QS,Amit_1,0,0.0,provisional,29
206,2.06,GI,Amit_1,156,1.56,provisional,29
412,4.12,SSSW,Amit_1,206,2.06,provisional,29
529,5.29,SLT,Amit_1,412,4.12,provisional,29
1563,15.63,SSLW,Amit_1,529,5.29,provisional,29
1990,19.89,GT,Amit_1,1563,15.63,provisional,29
282,2.82,QS,Amit_1,0,0.0,provisional,30
328,3.28,GI,Amit_1,282,2.82,provisional,30
584,5.84,SSSW,Amit_1,328,3.28,provisional,30
704,7.04,SLT,Amit_1,584,5.84,provisional,30
1800,18.0,SSLW,Amit_1,704,7.04,provisional,30
2092,20.91,GT,Amit_1,1800,18.0,provisional,30
235,2.35,QS,Amit_21,0,0.0,provisional,1
277,2.77,GI,Amit_21,235,2.35,provisional,1
976,9.76,SSSW,Amit_21,277,2.77,provisional,1
1096,10.96,SLT,Amit_21,976,9.76,provisional,1
1583,15.83,SSLW,Amit_21,1096,10.96,provisional,1
1948,19.47,GT,Amit_21,1583,15.83,provisional,1
817,8.17,QS,Amit_21,0,0.0,model_assisted_provisional,2
875,8.75,GI,Amit_21,817,8.17,model_assisted_provisional,2
1200,12.0,SSSW,Amit_21,875,8.75,model_assisted_provisional,2
1311,13.11,SLT,Amit_21,1200,12.0,model_assisted_provisional,2
2520,25.2,SSLW,Amit_21,1311,13.11,model_assisted_provisional,2
2898,28.97,GT,Amit_21,2520,25.2,model_assisted_provisional,2
294,2.94,QS,Amit_21,0,0.0,provisional,3
381,3.81,GI,Amit_21,294,2.94,provisional,3
592,5.92,SSSW,Amit_21,381,3.81,provisional,3
709,7.09,SLT,Amit_21,592,5.92,provisional,3
1659,16.59,SSLW,Amit_21,709,7.09,provisional,3
2115,21.14,GT,Amit_21,1659,16.59,provisional,3
113,1.13,QS,Amit_21,0,0.0,provisional,4
152,1.52,GI,Amit_21,113,1.13,provisional,4
673,6.73,SSSW,Amit_21,152,1.52,provisional,4
756,7.56,SLT,Amit_21,673,6.73,provisional,4
1596,15.96,SSLW,Amit_21,756,7.56,provisional,4
1999,19.98,GT,Amit_21,1596,15.96,provisional,4
246,2.46,QS,Amit_21,0,0.0,provisional,5
340,3.4,GI,Amit_21,246,2.46,provisional,5
762,7.62,SSSW,Amit_21,340,3.4,provisional,5
878,8.78,SLT,Amit_21,762,7.62,provisional,5
1585,15.85,SSLW,Amit_21,878,8.78,provisional,5
2002,20.01,GT,Amit_21,1585,15.85,provisional,5
264,2.64,QS,Amit_21,0,0.0,provisional,6
359,3.59,GI,Amit_21,264,2.64,provisional,6
955,9.55,SSSW,Amit_21,359,3.59,provisional,6
1079,10.79,SLT,Amit_21,955,9.55,provisional,6
1569,15.69,SSLW,Amit_21,1079,10.79,provisional,6
2031,20.3,GT,Amit_21,1569,15.69,provisional,6
385,3.85,QS,Amit_21,0,0.0,provisional,7
429,4.29,GI,Amit_21,385,3.85,provisional,7
825,8.25,SSSW,Amit_21,429,4.29,provisional,7
901,9.01,SLT,Amit_21,825,8.25,provisional,7
1694,16.94,SSLW,Amit_21,901,9.01,provisional,7
2168,21.67,GT,Amit_21,1694,16.94,provisional,7
146,1.46,QS,Amit_21,0,0.0,model_assisted_provisional,8
205,2.05,GI,Amit_21,146,1.46,model_assisted_provisional,8
471,4.71,SSSW,Amit_21,205,2.05,model_assisted_provisional,8
580,5.8,SLT,Amit_21,471,4.71,model_assisted_provisional,8
1632,16.32,SSLW,Amit_21,580,5.8,model_assisted_provisional,8
2151,21.5,GT,Amit_21,1632,16.32,model_assisted_provisional,8
331,3.31,QS,Amit_21,0,0.0,provisional,9
413,4.13,GI,Amit_21,331,3.31,provisional,9
613,6.13,SSSW,Amit_21,413,4.13,provisional,9
729,7.29,SLT,Amit_21,613,6.13,provisional,9
1664,16.64,SSLW,Amit_21,729,7.29,provisional,9
2072,20.71,GT,Amit_21,1664,16.64,provisional,9
359,3.59,QS,Amit_21,0,0.0,model_assisted_provisional,10
420,4.2,GI,Amit_21,359,3.59,model_assisted_provisional,10
1446,14.46,SSSW,Amit_21,420,4.2,model_assisted_provisional,10
1570,15.7,SLT,Amit_21,1446,14.46,model_assisted_provisional,10
1861,18.61,SSLW,Amit_21,1570,15.7,model_assisted_provisional,10
2152,21.51,GT,Amit_21,1861,18.61,model_assisted_provisional,10
360,3.6,QS,Amit_21,0,0.0,provisional,11
401,4.01,GI,Amit_21,360,3.6,provisional,11
900,9.0,SSSW,Amit_21,401,4.01,provisional,11
984,9.84,SLT,Amit_21,900,9.0,provisional,11
1697,16.97,SSLW,Amit_21,984,9.84,provisional,11
2060,20.59,GT,Amit_21,1697,16.97,provisional,11
390,3.9,QS,Amit_21,0,0.0,model_assisted_provisional,12
417,4.17,GI,Amit_21,390,3.9,model_assisted_provisional,12
1368,13.68,SSSW,Amit_21,417,4.17,model_assisted_provisional,12
1488,14.88,SLT,Amit_21,1368,13.68,model_assisted_provisional,12
1740,17.4,SSLW,Amit_21,1488,14.88,model_assisted_provisional,12
2195,21.94,GT,Amit_21,1740,17.4,model_assisted_provisional,12
304,3.04,QS,Amit_21,0,0.0,model_assisted_provisional,13
316,3.16,GI,Amit_21,304,3.04,model_assisted_provisional,13
1383,13.83,SSSW,Amit_21,316,3.16,model_assisted_provisional,13
1495,14.95,SLT,Amit_21,1383,13.83,model_assisted_provisional,13
1788,17.88,SSLW,Amit_21,1495,14.95,model_assisted_provisional,13
2118,21.17,GT,Amit_21,1788,17.88,model_assisted_provisional,13
354,3.54,QS,Amit_21,0,0.0,model_assisted_provisional,14
382,3.82,GI,Amit_21,354,3.54,model_assisted_provisional,14
926,9.26,SSSW,Amit_21,382,3.82,model_assisted_provisional,14
1060,10.6,SLT,Amit_21,926,9.26,model_assisted_provisional,14
1634,16.34,SSLW,Amit_21,1060,10.6,model_assisted_provisional,14
1992,19.91,GT,Amit_21,1634,16.34,model_assisted_provisional,14
36,0.36,QS,Amit_21,0,0.0,model_assisted_provisional,15
91,0.91,GI,Amit_21,36,0.36,model_assisted_provisional,15
753,7.53,SSSW,Amit_21,91,0.91,model_assisted_provisional,15
851,8.51,SLT,Amit_21,753,7.53,model_assisted_provisional,15
2335,23.35,SSLW,Amit_21,851,8.51,model_assisted_provisional,15
2432,24.31,GT,Amit_21,2335,23.35,model_assisted_provisional,15
19,0.19,QS,Amit_21,0,0.0,model_assisted_provisional,16
75,0.75,GI,Amit_21,19,0.19,model_assisted_provisional,16
1567,15.67,SSSW,Amit_21,75,0.75,model_assisted_provisional,16
1640,16.4,SLT,Amit_21,1567,15.67,model_assisted_provisional,16
2233,22.33,SSLW,Amit_21,1640,16.4,model_assisted_provisional,16
2320,23.19,GT,Amit_21,2233,22.33,model_assisted_provisional,16
73,0.73,QS,Amit_21,0,0.0,model_assisted_provisional,17
131,1.31,GI,Amit_21,73,0.73,model_assisted_provisional,17
307,3.07,SSSW,Amit_21,131,1.31,model_assisted_provisional,17
412,4.12,SLT,Amit_21,307,3.07,model_assisted_provisional,17
1991,19.91,SSLW,Amit_21,412,4.12,model_assisted_provisional,17
2113,21.12,GT,Amit_21,1991,19.91,model_assisted_provisional,17
313,3.13,QS,Amit_21,0,0.0,model_assisted_provisional,18
389,3.89,GI,Amit_21,313,3.13,model_assisted_provisional,18
1349,13.49,SSSW,Amit_21,389,3.89,model_assisted_provisional,18
1467,14.67,SLT,Amit_21,1349,13.49,model_assisted_provisional,18
1703,17.03,SSLW,Amit_21,1467,14.67,model_assisted_provisional,18
2156,21.55,GT,Amit_21,1703,17.03,model_assisted_provisional,18
39,0.39,QS,Amit_21,0,0.0,model_assisted_provisional,19
97,0.97,GI,Amit_21,39,0.39,model_assisted_provisional,19
292,2.92,SSSW,Amit_21,97,0.97,model_assisted_provisional,19
379,3.79,SLT,Amit_21,292,2.92,model_assisted_provisional,19
1812,18.12,SSLW,Amit_21,379,3.79,model_assisted_provisional,19
1897,18.96,GT,Amit_21,1812,18.12,model_assisted_provisional,19
25,0.25,QS,Amit_21,0,0.0,model_assisted_provisional,20
83,0.83,GI,Amit_21,25,0.25,model_assisted_provisional,20
1568,15.68,SSSW,Amit_21,83,0.83,model_assisted_provisional,20
1653,16.53,SLT,Amit_21,1568,15.68,model_assisted_provisional,20
2002,20.02,SSLW,Amit_21,1653,16.53,model_assisted_provisional,20
2102,21.01,GT,Amit_21,2002,20.02,model_assisted_provisional,20
