end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
1146,11.46,SSSW,sub_1,730,7.3,provisional,17
1289,12.89,SLT,sub_1,1146,11.46,provisional,17
1956,19.56,SSLW,sub_1,1289,12.89,provisional,17
2445,24.44,GT,sub_1,1956,19.56,provisional,17
190,1.9,QS,sub_1,0,0.0,provisional,18
247,2.47,GI,sub_1,190,1.9,provisional,18
957,9.57,SSSW,sub_1,247,2.47,provisional,18
1071,10.71,SLT,sub_1,957,9.57,provisional,18
1541,15.41,SSLW,sub_1,1071,10.71,provisional,18
1919,19.18,GT,sub_1,1541,15.41,provisional,18
231,2.31,QS,sub_1,0,0.0,provisional,19
289,2.89,GI,sub_1,231,2.31,provisional,19
558,5.58,SSSW,sub_1,289,2.89,provisional,19
638,6.38,SLT,sub_1,558,5.58,provisional,19
1514,15.14,SSLW,sub_1,638,6.38,provisional,19
1956,19.55,GT,sub_1,1514,15.14,provisional,19
231,2.31,QS,sub_1,0,0.0,provisional,20
284,2.84,GI,sub_1,231,2.31,provisional,20
994,9.94,SSSW,sub_1,284,2.84,provisional,20
1107,11.07,SLT,sub_1,994,9.94,provisional,20
1563,15.63,SSLW,sub_1,1107,11.07,provisional,20
1934,19.33,GT,sub_1,1563,15.63,provisional,20
294,2.94,QS,sub_21,0,0.0,provisional,1
332,3.32,GI,sub_21,294,2.94,provisional,1
896,8.96,SSSW,sub_21,332,3.32,provisional,1
1011,10.11,SLT,sub_21,896,8.96,provisional,1
1625,16.25,SSLW,sub_21,1011,10.11,provisional,1
1913,19.12,GT,sub_21,1625,16.25,provisional,1
238,2.38,QS,sub_21,0,0.0,provisional,2
287,2.87,GI,sub_21,238,2.38,provisional,2
911,9.11,SSSW,sub_21,287,2.87,provisional,2
1027,10.27,SLT,sub_21,911,9.11,provisional,2
1537,15.37,SSLW,sub_21,1027,10.27,provisional,2
1966,19.65,GT,sub_21,1537,15.37,provisional,2
286,2.86,QS,sub_21,0,0.0,provisional,3
327,3.27,GI,sub_21,286,2.86,provisional,3
907,9.07,SSSW,sub_21,327,3.27,provisional,3
991,9.91,SLT,sub_21,907,9.07,provisional,3
1659,16.59,SSLW,sub_21,991,9.91,provisional,3
2046,20.45,GT,sub_21,1659,16.59,provisional,3
184,1.84,QS,sub_21,0,0.0,provisional,4
220,2.2,GI,sub_21,184,1.84,provisional,4
1019,10.19,SSSW,sub_21,220,2.2,provisional,4
1140,11.4,SLT,sub_21,1019,10.19,provisional,4
1513,15.13,SSLW,sub_21,1140,11.4,provisional,4
1928,19.27,GT,sub_21,1513,15.13,provisional,4
225,2.25,QS,sub_21,0,0.0,provisional,5
295,2.95,GI,sub_21,225,2.25,provisional,5
1031,10.31,SSSW,sub_21,295,2.95,provisional,5
1162,11.62,SLT,sub_21,1031,10.31,provisional,5
1642,16.42,SSLW,sub_21,1162,11.62,provisional,5
2000,19.99,GT,sub_21,1642,16.42,provisional,5
207,2.07,QS,sub_21,0,0.0,provisional,6
315,3.15,GI,sub_21,207,2.07,provisional,6
1096,10.96,SSSW,sub_21,315,3.15,provisional,6
1243,12.43,SLT,sub_21,1096,10.96,provisional,6
1502,15.02,SSLW,sub_21,1243,12.43,provisional,6
1922,19.21,GT,sub_21,1502,15.02,provisional,6
274,2.74,QS,sub_21,0,0.0,provisional,7
313,3.13,GI,sub_21,274,2.74,provisional,7
933,9.33,SSSW,sub_21,313,3.13,provisional,7
1056,10.56,SLT,sub_21,933,9.33,provisional,7
1625,16.25,SSLW,sub_21,1056,10.56,provisional,7
2047,20.46,GT,sub_21,1625,16.25,provisional,7
202,2.02,QS,sub_21,0,0.0,provisional,8
305,3.05,GI,sub_21,202,2.02,provisional,8
736,7.36,SSSW,sub_21,305,3.05,provisional,8
878,8.78,SLT,sub_21,736,7.36,provisional,8
1506,15.06,SSLW,sub_21,878,8.78,provisional,8
1886,18.85,GT,sub_21,1506,15.06,provisional,8
309,3.09,QS,sub_21,0,0.0,provisional,9
348,3.48,GI,sub_21,309,3.09,provisional,9
924,9.24,SSSW,sub_21,348,3.48,provisional,9
1050,10.5,SLT,sub_21,924,9.24,provisional,9
1636,16.36,SSLW,sub_21,1050,10.5,provisional,9
1956,19.55,GT,sub_21,1636,16.36,provisional,9
259,2.59,QS,sub_21,0,0.0,provisional,10
333,3.33,GI,sub_21,259,2.59,provisional,10
1194,11.94,SSSW,sub_21,333,3.33,provisional,10
1280,12.8,SLT,sub_21,1194,11.94,provisional,10
1571,15.71,SSLW,sub_21,1280,12.8,provisional,10
2047,20.46,GT,sub_21,1571,15.71,provisional,10
259,2.59,QS,sub_21,0,0.0,provisional,11
294,2.94,GI,sub_21,259,2.59,provisional,11
998,9.98,SSSW,sub_21,294,2.94,provisional,11
1119,11.19,SLT,sub_21,998,9.98,provisional,11
1592,15.92,SSLW,sub_21,1119,11.19,provisional,11
1897,18.96,GT,sub_21,1592,15.92,provisional,11
200,2.0,QS,sub_21,0,0.0,provisional,12
287,2.87,GI,sub_21,200,2.0,provisional,12
868,8.68,SSSW,sub_21,287,2.87,provisional,12
1007,10.07,SLT,sub_21,868,8.68,provisional,12
1581,15.81,SSLW,sub_21,1007,10.07,provisional,12
1994,19.93,GT,sub_21,1581,15.81,provisional,12
200,2.0,QS,sub_21,0,0.0,provisional,14
296,2.96,GI,sub_21,200,2.0,provisional,14
1142,11.42,SSSW,sub_21,296,2.96,provisional,14
1223,12.23,SLT,sub_21,1142,11.42,provisional,14
1520,15.2,SSLW,sub_21,1223,12.23,provisional,14
1937,19.36,GT,sub_21,1520,15.2,provisional,14
229,2.29,QS,sub_21,0,0.0,provisional,15
265,2.65,GI,sub_21,229,2.29,provisional,15
846,8.46,SSSW,sub_21,265,2.65,provisional,15
958,9.58,SLT,sub_21,846,8.46,provisional,15
1561,15.61,SSLW,sub_21,958,9.58,provisional,15
1880,18.79,GT,sub_21,1561,15.61,provisional,15
209,2.09,QS,sub_21,0,0.0,provisional,16
293,2.93,GI,sub_21,209,2.09,provisional,16
1009,10.09,SSSW,sub_21,293,2.93,provisional,16
1094,10.94,SLT,sub_21,1009,10.09,provisional,16
1513,15.13,SSLW,sub_21,1094,10.94,provisional,16
1981,19.8,GT,sub_21,1513,15.13,provisional,16
164,1.64,QS,sub_21,0,0.0,provisional,17
301,3.01,GI,sub_21,164,1.64,provisional,17
595,5.95,SSSW,sub_21,301,3.01,provisional,17
710,7.1,SLT,sub_21,595,5.95,provisional,17
1502,15.02,SSLW,sub_21,710,7.1,provisional,17
1942,19.41,GT,sub_21,1502,15.02,provisional,17
218,2.18,QS,sub_21,0,0.0,provisional,18
324,3.24,GI,sub_21,218,2.18,provisional,18
888,8.88,SSSW,sub_21,324,3.24,provisional,18
981,9.81,SLT,sub_21,888,8.88,provisional,18
1535,15.35,SSLW,sub_21,981,9.81,provisional,18
1895,18.94,GT,sub_21,1535,15.35,provisional,18
233,2.33,QS,sub_21,0,0.0,provisional,19
307,3.07,GI,sub_21,233,2.33,provisional,19
899,8.99,SSSW,sub_21,307,3.07,provisional,19
1022,10.22,SLT,sub_21,899,8.99,provisional,19
1605,16.05,SSLW,sub_21,1022,10.22,provisional,19
1978,19.77,GT,sub_21,1605,16.05,provisional,19
220,2.2,QS,sub_21,0,0.0,provisional,20
287,2.87,GI,sub_21,220,2.2,provisional,20
1032,10.32,SSSW,sub_21,287,2.87,provisional,20
1113,11.13,SLT,sub_21,1032,10.32,provisional,20
1516,15.16,SSLW,sub_21,1113,11.13,provisional,20
2029,20.28,GT,sub_21,1516,15.16,provisional,20
