end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
3389,33.88,GT,Rishabh_38,1631,16.31,provisional,1
307,3.07,QS,Rishabh_39,0,0.0,provisional,1
390,3.9,GI,Rishabh_39,307,3.07,provisional,1
603,6.03,SSSW,Rishabh_39,390,3.9,provisional,1
731,7.31,SLT,Rishabh_39,603,6.03,provisional,1
1702,17.02,SSLW,Rishabh_39,731,7.31,provisional,1
3300,32.99,GT,Rishabh_39,1702,17.02,provisional,1
346,3.46,QS,Rishabh_40,0,0.0,provisional,1
412,4.12,GI,Rishabh_40,346,3.46,provisional,1
619,6.19,SSSW,Rishabh_40,412,4.12,provisional,1
730,7.3,SLT,Rishabh_40,619,6.19,provisional,1
1632,16.32,SSLW,Rishabh_40,730,7.3,provisional,1
2879,28.78,GT,Rishabh_40,1632,16.32,provisional,1
