alternative_transition_end_seconds,alternative_transition_start_seconds,boundary_method,complete_six_phase,duration_seconds,excluded_incomplete_cycles,flags,gi_end_seconds,gt_start_seconds,imputed_signal_values,load_peaks_left,load_peaks_right,onset_seconds,phase_count,record,reference_limb,remaining_missing_signal_values,sequence_assumption,slt_end_seconds,slt_start_seconds,status,transition_improvement,transition_support,trial,view_mode
11.37,8.84,start trigger to FMG file/epoch end,True,31.470000000000002,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; L start inferred from cross-record trigger clock calibration; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.11,15.57,8030,12,11,2.14,6,Rishabh_11,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.33,8.84,model-assisted provisional six-phase fit,0.3294,moderate pattern evidence,1,model_completed
12.55,5.27,start trigger to FMG file/epoch end,True,29.41,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.2,16.62,5238,13,12,2.89,6,Rishabh_12,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.38,10.28,model-assisted provisional six-phase fit,0.2652,weak/ambiguous pattern evidence,1,model_completed
14.5,10.76,start trigger to FMG file/epoch end,True,26.82,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.14,17.46,6972,12,12,3.67,6,Rishabh_13,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",13.5,11.92,model-assisted provisional six-phase fit,0.3152,moderate pattern evidence,1,model_completed
10.11,6.74,start trigger to FMG file/epoch end,True,31.86,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.71,17.39,18954,12,12,4.53,6,Rishabh_14,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.87,6.74,model-assisted provisional six-phase fit,0.4623,weak/ambiguous pattern evidence,1,model_completed
14.18,6.86,start trigger to FMG file/epoch end,True,39.27,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.87,17.18,12192,12,12,3.45,6,Rishabh_15,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",8.11,6.86,model-assisted provisional six-phase fit,0.2563,weak/ambiguous pattern evidence,1,model_completed
12.37,8.87,start trigger to FMG file/epoch end,True,37.26,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.42,16.67,4872,11,12,3.8,6,Rishabh_16,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.16,9.95,model-assisted provisional six-phase fit,0.505,weak/ambiguous pattern evidence,1,model_completed
11.2,8.78,start trigger to FMG file/epoch end,True,35.17,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.63,16.79,9386,12,12,3.1,6,Rishabh_17,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.2,9.96,model-assisted provisional six-phase fit,0.5998,moderate pattern evidence,1,model_completed
12.92,6.81,start trigger to FMG file/epoch end,True,36.94,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.51,17.15,9358,11,12,4.0,6,Rishabh_18,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.52,9.23,model-assisted provisional six-phase fit,0.3456,weak/ambiguous pattern evidence,1,model_completed
13.04,8.23,start trigger to FMG file/epoch end,True,31.1,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.72,17.22,1640,12,11,4.1,6,Rishabh_19,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.8,10.62,model-assisted provisional six-phase fit,0.371,weak/ambiguous pattern evidence,1,model_completed
10.79,6.19,start trigger to FMG file/epoch end,True,32.1,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.92,16.13,2742,11,12,3.44,6,Rishabh_20,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",9.54,8.36,model-assisted provisional six-phase fit,0.3794,weak/ambiguous pattern evidence,1,model_completed
11.08,7.62,start trigger to FMG file/epoch end,True,32.8,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; F start inferred from cross-record trigger clock calibration; L start inferred from cross-record trigger clock calibration; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.19,16.57,8188,11,12,3.43,6,Rishabh_21,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.08,9.83,model-assisted provisional six-phase fit,0.3926,weak/ambiguous pattern evidence,1,model_completed
12.64,8.97,start trigger to FMG file/epoch end,True,36.38,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; F start inferred from cross-record trigger clock calibration; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.31,16.65,2848,12,11,3.89,6,Rishabh_22,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.48,10.23,model-assisted provisional six-phase fit,0.4012,weak/ambiguous pattern evidence,1,model_completed
11.81,8.14,start trigger to FMG file/epoch end,True,29.82,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.53,16.43,798,11,12,3.11,6,Rishabh_23,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.53,9.33,model-assisted provisional six-phase fit,0.457,weak/ambiguous pattern evidence,1,model_completed
12.04,6.03,start trigger to FMG file/epoch end,True,30.150000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.12,16.18,1018,12,12,2.87,6,Rishabh_24,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.26,6.03,model-assisted provisional six-phase fit,0.2467,weak/ambiguous pattern evidence,1,model_completed
11.96,8.24,start trigger to FMG file/epoch end,True,47.800000000000004,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.0,16.32,15492,11,12,3.58,6,Rishabh_25,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.61,9.39,model-assisted provisional six-phase fit,0.5554,weak/ambiguous pattern evidence,1,model_completed
7.57,6.46,start trigger to FMG file/epoch end,True,31.79,0,All events provisional; pressure extrema are not heel-strike labels; sustained onset with initial standing not resolved; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.76,17.28,9154,12,12,3.95,6,Rishabh_26,,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.57,6.46,model-assisted provisional six-phase fit,,model-assisted; unverified,1,model_completed
11.62,5.89,start trigger to FMG file/epoch end,True,29.61,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.88,17.08,2188,13,12,3.49,6,Rishabh_27,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",6.97,5.89,model-assisted provisional six-phase fit,0.2927,weak/ambiguous pattern evidence,1,model_completed
10.47,5.82,start trigger to FMG file/epoch end,True,30.32,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.81,15.79,1392,12,11,3.24,6,Rishabh_28,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",6.89,5.82,model-assisted provisional six-phase fit,0.4255,weak/ambiguous pattern evidence,1,model_completed
12.46,11.07,start trigger to FMG file/epoch end,True,31.94,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.86,16.6,1030,11,12,3.36,6,Rishabh_29,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",12.46,11.07,model-assisted provisional six-phase fit,0.3686,moderate pattern evidence,1,model_completed
10.79,5.99,start trigger to FMG file/epoch end,True,29.580000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; terminal bilateral peak mismatch; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.87,16.04,3396,13,11,3.33,6,Rishabh_30,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.15,5.99,model-assisted provisional six-phase fit,0.3077,weak/ambiguous pattern evidence,1,model_completed
11.42,7.91,start trigger to FMG file/epoch end,True,31.560000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.53,16.93,1116,11,12,3.8,6,Rishabh_31,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.2,9.04,model-assisted provisional six-phase fit,0.4894,weak/ambiguous pattern evidence,1,model_completed
12.49,8.88,start trigger to FMG file/epoch end,True,33.71,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.46,16.69,2294,12,11,4.01,6,Rishabh_32,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.29,10.04,model-assisted provisional six-phase fit,0.4956,weak/ambiguous pattern evidence,1,model_completed
12.8,6.87,start trigger to FMG file/epoch end,True,33.83,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.75,17.7,1954,12,12,4.39,6,Rishabh_33,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.99,6.87,model-assisted provisional six-phase fit,0.3089,weak/ambiguous pattern evidence,1,model_completed
14.48,6.22,start trigger to FMG file/epoch end,True,30.45,0,All events provisional; pressure extrema are not heel-strike labels; sustained onset with initial standing not resolved; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.01,17.02,4760,12,12,3.49,6,Rishabh_34,,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",8.55,7.37,model-assisted provisional six-phase fit,,model-assisted; unverified,1,model_completed
11.71,6.87,start trigger to FMG file/epoch end,True,30.66,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.59,17.19,2558,11,12,4.14,6,Rishabh_35,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",8.06,6.87,model-assisted provisional six-phase fit,0.3599,weak/ambiguous pattern evidence,1,model_completed
15.26,14.07,start trigger to FMG file/epoch end,True,31.810000000000002,0,All events provisional; pressure extrema are not heel-strike labels; sustained onset with initial standing not resolved; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.97,18.1,2178,12,13,3.38,6,Rishabh_36,,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",15.26,14.07,model-assisted provisional six-phase fit,,model-assisted; unverified,1,model_completed
11.38,7.78,start trigger to FMG file/epoch end,True,28.990000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.25,15.68,974,11,12,2.87,6,Rishabh_37,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.08,8.91,model-assisted provisional six-phase fit,0.5142,weak/ambiguous pattern evidence,1,model_completed
13.38,6.16,start trigger to FMG file/epoch end,True,33.88,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.85,16.31,2560,12,11,3.12,6,Rishabh_38,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.03,9.78,model-assisted provisional six-phase fit,0.3497,weak/ambiguous pattern evidence,1,model_completed
7.31,6.03,start trigger to FMG file/epoch end,True,32.99,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.9,17.02,2776,12,12,3.07,6,Rishabh_39,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.31,6.03,model-assisted provisional six-phase fit,0.2921,weak/ambiguous pattern evidence,1,model_completed
10.9,6.19,start trigger to FMG file/epoch end,True,28.78,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.12,16.32,806,12,11,3.46,6,Rishabh_40,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.3,6.19,model-assisted provisional six-phase fit,0.4094,weak/ambiguous pattern evidence,1,model_completed
