end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
401,4.01,GI,Alif_1,281,2.81,provisional,7
986,9.86,SSSW,Alif_1,401,4.01,provisional,7
1097,10.97,SLT,Alif_1,986,9.86,provisional,7
1652,16.52,SSLW,Alif_1,1097,10.97,provisional,7
2246,22.45,GT,Alif_1,1652,16.52,provisional,7
423,4.23,QS,Alif_1,0,0.0,provisional,8
465,4.65,GI,Alif_1,423,4.23,provisional,8
682,6.82,SSSW,Alif_1,465,4.65,provisional,8
803,8.03,SLT,Alif_1,682,6.82,provisional,8
1753,17.53,SSLW,Alif_1,803,8.03,provisional,8
2357,23.56,GT,Alif_1,1753,17.53,provisional,8
270,2.7,QS,Alif_1,0,0.0,provisional,9
308,3.08,GI,Alif_1,270,2.7,provisional,9
581,5.81,SSSW,Alif_1,308,3.08,provisional,9
697,6.97,SLT,Alif_1,581,5.81,provisional,9
1585,15.85,SSLW,Alif_1,697,6.97,provisional,9
2125,21.24,GT,Alif_1,1585,15.85,provisional,9
251,2.51,QS,Alif_1,0,0.0,provisional,10
379,3.79,GI,Alif_1,251,2.51,provisional,10
962,9.62,SSSW,Alif_1,379,3.79,provisional,10
1085,10.85,SLT,Alif_1,962,9.62,provisional,10
1616,16.16,SSLW,Alif_1,1085,10.85,provisional,10
2332,23.31,GT,Alif_1,1616,16.16,provisional,10
318,3.18,QS,Alif_1,0,0.0,provisional,11
359,3.59,GI,Alif_1,318,3.18,provisional,11
996,9.96,SSSW,Alif_1,359,3.59,provisional,11
1154,11.54,SLT,Alif_1,996,9.96,provisional,11
1684,16.84,SSLW,Alif_1,1154,11.54,provisional,11
2270,22.69,GT,Alif_1,1684,16.84,provisional,11
235,2.35,QS,Alif_1,0,0.0,provisional,12
310,3.1,GI,Alif_1,235,2.35,provisional,12
958,9.58,SSSW,Alif_1,310,3.1,provisional,12
1037,10.37,SLT,Alif_1,958,9.58,provisional,12
1574,15.74,SSLW,Alif_1,1037,10.37,provisional,12
2243,22.42,GT,Alif_1,1574,15.74,provisional,12
391,3.91,QS,Alif_1,0,0.0,provisional,13
426,4.26,GI,Alif_1,391,3.91,provisional,13
1355,13.55,SSSW,Alif_1,426,4.26,provisional,13
1437,14.37,SLT,Alif_1,1355,13.55,provisional,13
1734,17.34,SSLW,Alif_1,1437,14.37,provisional,13
2289,22.88,GT,Alif_1,1734,17.34,provisional,13
338,3.38,QS,Alif_1,0,0.0,provisional,14
381,3.81,GI,Alif_1,338,3.38,provisional,14
587,5.87,SSSW,Alif_1,381,3.81,provisional,14
697,6.97,SLT,Alif_1,587,5.87,provisional,14
1687,16.87,SSLW,Alif_1,697,6.97,provisional,14
2194,21.93,GT,Alif_1,1687,16.87,provisional,14
304,3.04,QS,Alif_1,0,0.0,provisional,15
365,3.65,GI,Alif_1,304,3.04,provisional,15
569,5.69,SSSW,Alif_1,365,3.65,provisional,15
690,6.9,SLT,Alif_1,569,5.69,provisional,15
1719,17.19,SSLW,Alif_1,690,6.9,provisional,15
2192,21.91,GT,Alif_1,1719,17.19,provisional,15
372,3.72,QS,Alif_1,0,0.0,provisional,16
415,4.15,GI,Alif_1,372,3.72,provisional,16
616,6.16,SSSW,Alif_1,415,4.15,provisional,16
723,7.23,SLT,Alif_1,616,6.16,provisional,16
1658,16.58,SSLW,Alif_1,723,7.23,provisional,16
2211,22.1,GT,Alif_1,1658,16.58,provisional,16
323,3.23,QS,Alif_1,0,0.0,provisional,17
369,3.69,GI,Alif_1,323,3.23,provisional,17
974,9.74,SSSW,Alif_1,369,3.69,provisional,17
1085,10.85,SLT,Alif_1,974,9.74,provisional,17
1642,16.42,SSLW,Alif_1,1085,10.85,provisional,17
2184,21.83,GT,Alif_1,1642,16.42,provisional,17
375,3.75,QS,Alif_1,0,0.0,provisional,18
447,4.47,GI,Alif_1,375,3.75,provisional,18
980,9.8,SSSW,Alif_1,447,4.47,provisional,18
1105,11.05,SLT,Alif_1,980,9.8,provisional,18
1752,17.52,SSLW,Alif_1,1105,11.05,provisional,18
2275,22.74,GT,Alif_1,1752,17.52,provisional,18
561,5.61,QS,Alif_1,0,0.0,provisional,19
606,6.06,GI,Alif_1,561,5.61,provisional,19
1375,13.75,SSSW,Alif_1,606,6.06,provisional,19
1539,15.39,SLT,Alif_1,1375,13.75,provisional,19
1919,19.19,SSLW,Alif_1,1539,15.39,provisional,19
2689,26.88,GT,Alif_1,1919,19.19,provisional,19
228,2.28,QS,Alif_1,0,0.0,provisional,20
316,3.16,GI,Alif_1,228,2.28,provisional,20
978,9.78,SSSW,Alif_1,316,3.16,provisional,20
1094,10.94,SLT,Alif_1,978,9.78,provisional,20
1626,16.26,SSLW,Alif_1,1094,10.94,provisional,20
2169,21.68,GT,Alif_1,1626,16.26,provisional,20
324,3.24,QS,Alif_21,0,0.0,provisional,1
505,5.05,GI,Alif_21,324,3.24,provisional,1
697,6.97,SSSW,Alif_21,505,5.05,provisional,1
826,8.26,SLT,Alif_21,697,6.97,provisional,1
1768,17.68,SSLW,Alif_21,826,8.26,provisional,1
2353,23.52,GT,Alif_21,1768,17.68,provisional,1
313,3.13,QS,Alif_21,0,0.0,provisional,2
353,3.53,GI,Alif_21,313,3.13,provisional,2
991,9.91,SSSW,Alif_21,353,3.53,provisional,2
1121,11.21,SLT,Alif_21,991,9.91,provisional,2
1642,16.42,SSLW,Alif_21,1121,11.21,provisional,2
2303,23.02,GT,Alif_21,1642,16.42,provisional,2
399,3.99,QS,Alif_21,0,0.0,provisional,3
481,4.81,GI,Alif_21,399,3.99,provisional,3
707,7.07,SSSW,Alif_21,481,4.81,provisional,3
817,8.17,SLT,Alif_21,707,7.07,provisional,3
1727,17.27,SSLW,Alif_21,817,8.17,provisional,3
2240,22.39,GT,Alif_21,1727,17.27,provisional,3
331,3.31,QS,Alif_21,0,0.0,provisional,4
376,3.76,GI,Alif_21,331,3.31,provisional,4
987,9.87,SSSW,Alif_21,376,3.76,provisional,4
1113,11.13,SLT,Alif_21,987,9.87,provisional,4
1630,16.3,SSLW,Alif_21,1113,11.13,provisional,4
2528,25.27,GT,Alif_21,1630,16.3,provisional,4
307,3.07,QS,Alif_21,0,0.0,provisional,5
378,3.78,GI,Alif_21,307,3.07,provisional,5
1083,10.83,SSSW,Alif_21,378,3.78,provisional,5
1214,12.14,SLT,Alif_21,1083,10.83,provisional,5
1632,16.32,SSLW,Alif_21,1214,12.14,provisional,5
2072,20.71,GT,Alif_21,1632,16.32,provisional,5
242,2.42,QS,Alif_21,0,0.0,provisional,6
288,2.88,GI,Alif_21,242,2.42,provisional,6
482,4.82,SSSW,Alif_21,288,2.88,provisional,6
589,5.89,SLT,Alif_21,482,4.82,provisional,6
1585,15.85,SSLW,Alif_21,589,5.89,provisional,6
2058,20.57,GT,Alif_21,1585,15.85,provisional,6
217,2.17,QS,Alif_21,0,0.0,provisional,7
319,3.19,GI,Alif_21,217,2.17,provisional,7
557,5.57,SSSW,Alif_21,319,3.19,provisional,7
677,6.77,SLT,Alif_21,557,5.57,provisional,7
1629,16.29,SSLW,Alif_21,677,6.77,provisional,7
2282,22.81,GT,Alif_21,1629,16.29,provisional,7
360,3.6,QS,Alif_21,0,0.0,provisional,8
419,4.19,GI,Alif_21,360,3.6,provisional,8
777,7.77,SSSW,Alif_21,419,4.19,provisional,8
893,8.93,SLT,Alif_21,777,7.77,provisional,8
1655,16.55,SSLW,Alif_21,893,8.93,provisional,8
2128,21.27,GT,Alif_21,1655,16.55,provisional,8
306,3.06,QS,Alif_21,0,0.0,provisional,9
349,3.49,GI,Alif_21,306,3.06,provisional,9
580,5.8,SSSW,Alif_21,349,3.49,provisional,9
697,6.97,SLT,Alif_21,580,5.8,provisional,9
1673,16.73,SSLW,Alif_21,697,6.97,provisional,9
2102,21.01,GT,Alif_21,1673,16.73,provisional,9
255,2.55,QS,Alif_30,0,0.0,provisional,1
301,3.01,GI,Alif_30,255,2.55,provisional,1
577,5.77,SSSW,Alif_30,301,3.01,provisional,1
698,6.98,SLT,Alif_30,577,5.77,provisional,1
1582,15.82,SSLW,Alif_30,698,6.98,provisional,1
1989,19.88,GT,Alif_30,1582,15.82,provisional,1
253,2.53,QS,Alif_30,0,0.0,provisional,2
287,2.87,GI,Alif_30,253,2.53,provisional,2
495,4.95,SSSW,Alif_30,287,2.87,provisional,2
606,6.06,SLT,Alif_30,495,4.95,provisional,2
1629,16.29,SSLW,Alif_30,606,6.06,provisional,2
2088,20.87,GT,Alif_30,1629,16.29,provisional,2
226,2.26,QS,Alif_30,0,0.0,provisional,3
271,2.71,GI,Alif_30,226,2.26,provisional,3
794,7.94,SSSW,Alif_30,271,2.71,provisional,3
881,8.81,SLT,Alif_30,794,7.94,provisional,3
1541,15.41,SSLW,Alif_30,881,8.81,provisional,3
2151,21.5,GT,Alif_30,1541,15.41,provisional,3
281,2.81,QS,Alif_30,0,0.0,provisional,4
316,3.16,GI,Alif_30,281,2.81,provisional,4
915,9.15,SSSW,Alif_30,316,3.16,provisional,4
1023,10.23,SLT,Alif_30,915,9.15,provisional,4
1580,15.8,SSLW,Alif_30,1023,10.23,provisional,4
2073,20.72,GT,Alif_30,1580,15.8,provisional,4
607,6.07,QS,Alif_30,0,0.0,provisional,5
647,6.47,GI,Alif_30,607,6.07,provisional,5
879,8.79,SSSW,Alif_30,647,6.47,provisional,5
989,9.89,SLT,Alif_30,879,8.79,provisional,5
1874,18.74,SSLW,Alif_30,989,9.89,provisional,5
2386,23.85,GT,Alif_30,1874,18.74,provisional,5
291,2.91,QS,Alif_30,0,0.0,provisional,6
326,3.26,GI,Alif_30,291,2.91,provisional,6
1258,12.58,SSSW,Alif_30,326,3.26,provisional,6
1412,14.12,SLT,Alif_30,1258,12.58,provisional,6
1624,16.24,SSLW,Alif_30,1412,14.12,provisional,6
2270,22.69,GT,Alif_30,1624,16.24,provisional,6
225,2.25,QS,Alif_30,0,0.0,provisional,7
268,2.68,GI,Alif_30,225,2.25,provisional,7
762,7.62,SSSW,Alif_30,268,2.68,provisional,7
887,8.87,SLT,Alif_30,762,7.62,provisional,7
1542,15.42,SSLW,Alif_30,887,8.87,provisional,7
2065,20.64,GT,Alif_30,1542,15.42,provisional,7
76,0.76,QS,Alif_30,0,0.0,model_assisted_provisional,8
137,1.37,GI,Alif_30,76,0.76,model_assisted_provisional,8
373,3.73,SSSW,Alif_30,137,1.37,model_assisted_provisional,8
491,4.91,SLT,Alif_30,373,3.73,model_assisted_provisional,8
1578,15.78,SSLW,Alif_30,491,4.91,model_assisted_provisional,8
1995,19.94,GT,Alif_30,1578,15.78,model_assisted_provisional,8
229,2.29,QS,Alif_30,0,0.0,provisional,9
269,2.69,GI,Alif_30,229,2.29,provisional,9
525,5.25,SSSW,Alif_30,269,2.69,provisional,9
645,6.45,SLT,Alif_30,525,5.25,provisional,9
1527,15.27,SSLW,Alif_30,645,6.45,provisional,9
1995,19.94,GT,Alif_30,1527,15.27,provisional,9
211,2.11,QS,Alif_30,0,0.0,provisional,10
268,2.68,GI,Alif_30,211,2.11,provisional,10
503,5.03,SSSW,Alif_30,268,2.68,provisional,10
622,6.22,SLT,Alif_30,503,5.03,provisional,10
1531,15.31,SSLW,Alif_30,622,6.22,provisional,10
2071,20.7,GT,Alif_30,1531,15.31,provisional,10
228,2.28,QS,Alif_30,0,0.0,provisional,11
278,2.78,GI,Alif_30,228,2.28,provisional,11
545,5.45,SSSW,Alif_30,278,2.78,provisional,11
661,6.61,SLT,Alif_30,545,5.45,provisional,11
1550,15.5,SSLW,Alif_30,661,6.61,provisional,11
2198,21.97,GT,Alif_30,1550,15.5,provisional,11
176,1.76,QS,Alif_30,0,0.0,provisional,12
265,2.65,GI,Alif_30,176,1.76,provisional,12
864,8.64,SSSW,Alif_30,265,2.65,provisional,12
975,9.75,SLT,Alif_30,864,8.64,provisional,12
1533,15.33,SSLW,Alif_30,975,9.75,provisional,12
2125,21.24,GT,Alif_30,1533,15.33,provisional,12
244,2.44,QS,Alif_30,0,0.0,provisional,13
301,3.01,GI,Alif_30,244,2.44,provisional,13
496,4.96,SSSW,Alif_30,301,3.01,provisional,13
608,6.08,SLT,Alif_30,496,4.96,provisional,13
1661,16.61,SSLW,Alif_30,608,6.08,provisional,13
2061,20.6,GT,Alif_30,1661,16.61,provisional,13
