alternative_transition_end_seconds,alternative_transition_start_seconds,boundary_method,complete_six_phase,duration_seconds,excluded_incomplete_cycles,flags,gi_end_seconds,gt_start_seconds,imputed_signal_values,load_peaks_left,load_peaks_right,onset_seconds,phase_count,record,reference_limb,remaining_missing_signal_values,sequence_assumption,slt_end_seconds,slt_start_seconds,status,transition_improvement,transition_support,trial,view_mode
11.73,11.08,paired trigger interval,True,23.63,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,2.74,20.28,20,12,12,1.74,6,vipin_1,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.73,11.08,model-assisted provisional six-phase fit,0.4011,moderate pattern evidence,11,model_completed
6.41,4.99,paired trigger interval,True,24.85,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,2.5,20.47,0,13,11,1.95,6,vipin_1,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",6.41,4.99,model-assisted provisional six-phase fit,0.4008,moderate pattern evidence,12,model_completed
16.4,6.28,paired trigger interval,True,27.490000000000002,0,All events provisional; pressure extrema are not heel-strike labels; sustained onset with initial standing not resolved; reconstructed values can affect boundaries; absent phases are not invented; ,3.14,19.99,2,11,11,2.32,6,vipin_21,,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",12.91,11.29,model-assisted provisional six-phase fit,,model-assisted; unverified,1,model_completed
15.77,15.09,paired trigger interval,True,24.46,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,2.93,21.15,0,13,12,1.7,6,vipin_21,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",15.77,15.09,model-assisted provisional six-phase fit,0.3222,moderate pattern evidence,2,model_completed
14.57,7.76,paired trigger interval,True,24.060000000000002,0,All events provisional; pressure extrema are not heel-strike labels; insufficient bilateral repeated cycles for a six-phase fit; reconstructed values can affect boundaries; absent phases are not invented; ,3.05,19.97,20,4,11,1.38,6,vipin_21,,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",11.08,9.38,model-assisted provisional six-phase fit,,model-assisted; unverified,3,model_completed
7.31,5.58,paired trigger interval,True,24.57,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,2.92,20.65,18,12,12,1.24,6,vipin_21,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.31,5.58,model-assisted provisional six-phase fit,0.3683,moderate pattern evidence,4,model_completed
10.22,9.56,paired trigger interval,True,24.36,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,2.97,21.06,22,13,11,2.19,6,vipin_21,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.22,9.56,model-assisted provisional six-phase fit,0.3916,moderate pattern evidence,5,model_completed
13.93,5.51,paired trigger interval,True,23.16,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,2.31,20.07,2,11,12,1.26,6,vipin_21,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",7.11,5.51,model-assisted provisional six-phase fit,0.2497,weak/ambiguous pattern evidence,6,model_completed
14.13,10.81,paired trigger interval,True,23.03,0,All events provisional; pressure extrema are not heel-strike labels; insufficient complete strides or missing data for transition estimate; reconstructed values can affect boundaries; absent phases are not invented; ,2.7,19.57,22,7,11,1.27,6,vipin_21,,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",14.13,12.42,model-assisted provisional six-phase fit,,model-assisted; unverified,7,model_completed
13.65,6.77,paired trigger interval,True,25.42,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; terminal bilateral peak mismatch; reconstructed values can affect boundaries; absent phases are not invented; GT extended to later cadence-consistent pressure peak supported by strong FMG activity; ,3.43,22.26,2,10,12,2.18,6,vipin_21,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",10.4,8.43,model-assisted provisional six-phase fit,0.2759,weak/ambiguous pattern evidence,8,model_completed
16.05,7.61,paired trigger interval,True,23.990000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,2.82,20.22,0,12,11,1.66,6,vipin_21,L,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",12.55,10.84,model-assisted provisional six-phase fit,0.2963,weak/ambiguous pattern evidence,9,model_completed
16.32,6.2,paired trigger interval,True,24.71,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,2.93,20.94,4,11,12,2.01,6,vipin_21,R,0,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",9.73,7.92,model-assisted provisional six-phase fit,0.2469,weak/ambiguous pattern evidence,10,model_completed
