end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
596,5.96,SSSW,abh_1,397,3.97,provisional,9
713,7.13,SLT,abh_1,596,5.96,provisional,9
1765,17.65,SSLW,abh_1,713,7.13,provisional,9
2219,22.18,GT,abh_1,1765,17.65,provisional,9
255,2.55,QS,abh_1,0,0.0,provisional,10
293,2.93,GI,abh_1,255,2.55,provisional,10
482,4.82,SSSW,abh_1,293,2.93,provisional,10
590,5.9,SLT,abh_1,482,4.82,provisional,10
1712,17.12,SSLW,abh_1,590,5.9,provisional,10
2205,22.04,GT,abh_1,1712,17.12,provisional,10
214,2.14,QS,abh_1,0,0.0,provisional,11
262,2.62,GI,abh_1,214,2.14,provisional,11
987,9.87,SSSW,abh_1,262,2.62,provisional,11
1131,11.31,SLT,abh_1,987,9.87,provisional,11
1508,15.08,SSLW,abh_1,1131,11.31,provisional,11
2094,20.93,GT,abh_1,1508,15.08,provisional,11
275,2.75,QS,abh_1,0,0.0,provisional,12
333,3.33,GI,abh_1,275,2.75,provisional,12
747,7.47,SSSW,abh_1,333,3.33,provisional,12
807,8.07,SLT,abh_1,747,7.47,provisional,12
1613,16.13,SSLW,abh_1,807,8.07,provisional,12
2129,21.28,GT,abh_1,1613,16.13,provisional,12
342,3.42,QS,abh_1,0,0.0,model_assisted_provisional,13
424,4.24,GI,abh_1,342,3.42,model_assisted_provisional,13
968,9.68,SSSW,abh_1,424,4.24,model_assisted_provisional,13
1078,10.78,SLT,abh_1,968,9.68,model_assisted_provisional,13
1718,17.18,SSLW,abh_1,1078,10.78,model_assisted_provisional,13
2078,20.77,GT,abh_1,1718,17.18,model_assisted_provisional,13
235,2.35,QS,abh_1,0,0.0,model_assisted_provisional,14
297,2.97,GI,abh_1,235,2.35,model_assisted_provisional,14
1413,14.13,SSSW,abh_1,297,2.97,model_assisted_provisional,14
1536,15.36,SLT,abh_1,1413,14.13,model_assisted_provisional,14
1854,18.54,SSLW,abh_1,1536,15.36,model_assisted_provisional,14
2257,22.56,GT,abh_1,1854,18.54,model_assisted_provisional,14
372,3.72,QS,abh_1,0,0.0,provisional,15
431,4.31,GI,abh_1,372,3.72,provisional,15
1107,11.07,SSSW,abh_1,431,4.31,provisional,15
1221,12.21,SLT,abh_1,1107,11.07,provisional,15
1632,16.32,SSLW,abh_1,1221,12.21,provisional,15
2106,21.05,GT,abh_1,1632,16.32,provisional,15
312,3.12,QS,abh_1,0,0.0,provisional,16
352,3.52,GI,abh_1,312,3.12,provisional,16
545,5.45,SSSW,abh_1,352,3.52,provisional,16
658,6.58,SLT,abh_1,545,5.45,provisional,16
1629,16.29,SSLW,abh_1,658,6.58,provisional,16
2172,21.71,GT,abh_1,1629,16.29,provisional,16
260,2.6,QS,abh_1,0,0.0,model_assisted_provisional,17
319,3.19,GI,abh_1,260,2.6,model_assisted_provisional,17
524,5.24,SSSW,abh_1,319,3.19,model_assisted_provisional,17
636,6.36,SLT,abh_1,524,5.24,model_assisted_provisional,17
1900,19.0,SSLW,abh_1,636,6.36,model_assisted_provisional,17
2442,24.41,GT,abh_1,1900,19.0,model_assisted_provisional,17
265,2.65,QS,abh_1,0,0.0,provisional,18
300,3.0,GI,abh_1,265,2.65,provisional,18
869,8.69,SSSW,abh_1,300,3.0,provisional,18
1016,10.16,SLT,abh_1,869,8.69,provisional,18
1606,16.06,SSLW,abh_1,1016,10.16,provisional,18
2140,21.39,GT,abh_1,1606,16.06,provisional,18
711,7.11,QS,abh_21,0,0.0,provisional,1
755,7.55,GI,abh_21,711,7.11,provisional,1
1341,13.41,SSSW,abh_21,755,7.55,provisional,1
1454,14.54,SLT,abh_21,1341,13.41,provisional,1
2048,20.48,SSLW,abh_21,1454,14.54,provisional,1
2498,24.97,GT,abh_21,2048,20.48,provisional,1
239,2.39,QS,abh_21,0,0.0,provisional,2
299,2.99,GI,abh_21,239,2.39,provisional,2
917,9.17,SSSW,abh_21,299,2.99,provisional,2
1015,10.15,SLT,abh_21,917,9.17,provisional,2
1583,15.83,SSLW,abh_21,1015,10.15,provisional,2
2145,21.44,GT,abh_21,1583,15.83,provisional,2
213,2.13,QS,abh_21,0,0.0,provisional,3
253,2.53,GI,abh_21,213,2.13,provisional,3
949,9.49,SSSW,abh_21,253,2.53,provisional,3
1100,11.0,SLT,abh_21,949,9.49,provisional,3
1578,15.78,SSLW,abh_21,1100,11.0,provisional,3
2047,20.46,GT,abh_21,1578,15.78,provisional,3
299,2.99,QS,abh_21,0,0.0,provisional,4
407,4.07,GI,abh_21,299,2.99,provisional,4
1015,10.15,SSSW,abh_21,407,4.07,provisional,4
1104,11.04,SLT,abh_21,1015,10.15,provisional,4
1661,16.61,SSLW,abh_21,1104,11.04,provisional,4
2335,23.34,GT,abh_21,1661,16.61,provisional,4
258,2.58,QS,abh_21,0,0.0,provisional,5
295,2.95,GI,abh_21,258,2.58,provisional,5
1116,11.16,SSSW,abh_21,295,2.95,provisional,5
1273,12.73,SLT,abh_21,1116,11.16,provisional,5
1546,15.46,SSLW,abh_21,1273,12.73,provisional,5
2077,20.76,GT,abh_21,1546,15.46,provisional,5
296,2.96,QS,abh_21,0,0.0,provisional,6
332,3.32,GI,abh_21,296,2.96,provisional,6
957,9.57,SSSW,abh_21,332,3.32,provisional,6
1108,11.08,SLT,abh_21,957,9.57,provisional,6
1614,16.14,SSLW,abh_21,1108,11.08,provisional,6
2050,20.49,GT,abh_21,1614,16.14,provisional,6
233,2.33,QS,abh_21,0,0.0,provisional,7
275,2.75,GI,abh_21,233,2.33,provisional,7
490,4.9,SSSW,abh_21,275,2.75,provisional,7
597,5.97,SLT,abh_21,490,4.9,provisional,7
1566,15.66,SSLW,abh_21,597,5.97,provisional,7
1963,19.62,GT,abh_21,1566,15.66,provisional,7
271,2.71,QS,abh_21,0,0.0,provisional,8
320,3.2,GI,abh_21,271,2.71,provisional,8
912,9.12,SSSW,abh_21,320,3.2,provisional,8
1006,10.06,SLT,abh_21,912,9.12,provisional,8
1551,15.51,SSLW,abh_21,1006,10.06,provisional,8
2068,20.67,GT,abh_21,1551,15.51,provisional,8
290,2.9,QS,abh_21,0,0.0,provisional,9
360,3.6,GI,abh_21,290,2.9,provisional,9
1059,10.59,SSSW,abh_21,360,3.6,provisional,9
1175,11.75,SLT,abh_21,1059,10.59,provisional,9
1636,16.36,SSLW,abh_21,1175,11.75,provisional,9
2057,20.56,GT,abh_21,1636,16.36,provisional,9
299,2.99,QS,abh_21,0,0.0,provisional,10
376,3.76,GI,abh_21,299,2.99,provisional,10
978,9.78,SSSW,abh_21,376,3.76,provisional,10
1078,10.78,SLT,abh_21,978,9.78,provisional,10
1615,16.15,SSLW,abh_21,1078,10.78,provisional,10
2104,21.03,GT,abh_21,1615,16.15,provisional,10
474,4.74,QS,abh_21,0,0.0,provisional,11
532,5.32,GI,abh_21,474,4.74,provisional,11
1140,11.4,SSSW,abh_21,532,5.32,provisional,11
1259,12.59,SLT,abh_21,1140,11.4,provisional,11
1840,18.4,SSLW,abh_21,1259,12.59,provisional,11
2283,22.82,GT,abh_21,1840,18.4,provisional,11
310,3.1,QS,abh_21,0,0.0,provisional,12
363,3.63,GI,abh_21,310,3.1,provisional,12
1100,11.0,SSSW,abh_21,363,3.63,provisional,12
1196,11.96,SLT,abh_21,1100,11.0,provisional,12
1738,17.38,SSLW,abh_21,1196,11.96,provisional,12
2175,21.74,GT,abh_21,1738,17.38,provisional,12
271,2.71,QS,abh_21,0,0.0,provisional,13
307,3.07,GI,abh_21,271,2.71,provisional,13
742,7.42,SSSW,abh_21,307,3.07,provisional,13
865,8.65,SLT,abh_21,742,7.42,provisional,13
1604,16.04,SSLW,abh_21,865,8.65,provisional,13
1971,19.7,GT,abh_21,1604,16.04,provisional,13
245,2.45,QS,abh_21,0,0.0,provisional,14
365,3.65,GI,abh_21,245,2.45,provisional,14
950,9.5,SSSW,abh_21,365,3.65,provisional,14
1052,10.52,SLT,abh_21,950,9.5,provisional,14
1599,15.99,SSLW,abh_21,1052,10.52,provisional,14
2014,20.13,GT,abh_21,1599,15.99,provisional,14
300,3.0,QS,abh_21,0,0.0,provisional,15
342,3.42,GI,abh_21,300,3.0,provisional,15
560,5.6,SSSW,abh_21,342,3.42,provisional,15
677,6.77,SLT,abh_21,560,5.6,provisional,15
1699,16.99,SSLW,abh_21,677,6.77,provisional,15
2131,21.3,GT,abh_21,1699,16.99,provisional,15
238,2.38,QS,abh_21,0,0.0,provisional,16
267,2.67,GI,abh_21,238,2.38,provisional,16
791,7.91,SSSW,abh_21,267,2.67,provisional,16
880,8.8,SLT,abh_21,791,7.91,provisional,16
1540,15.4,SSLW,abh_21,880,8.8,provisional,16
1968,19.67,GT,abh_21,1540,15.4,provisional,16
179,1.79,QS,abh_21,0,0.0,provisional,17
235,2.35,GI,abh_21,179,1.79,provisional,17
528,5.28,SSSW,abh_21,235,2.35,provisional,17
643,6.43,SLT,abh_21,528,5.28,provisional,17
1397,13.97,SSLW,abh_21,643,6.43,provisional,17
1916,19.15,GT,abh_21,1397,13.97,provisional,17
239,2.39,QS,abh_21,0,0.0,provisional,18
275,2.75,GI,abh_21,239,2.39,provisional,18
948,9.48,SSSW,abh_21,275,2.75,provisional,18
1048,10.48,SLT,abh_21,948,9.48,provisional,18
1608,16.08,SSLW,abh_21,1048,10.48,provisional,18
2067,20.66,GT,abh_21,1608,16.08,provisional,18
215,2.15,QS,abh_21,0,0.0,provisional,19
302,3.02,GI,abh_21,215,2.15,provisional,19
773,7.73,SSSW,abh_21,302,3.02,provisional,19
896,8.96,SLT,abh_21,773,7.73,provisional,19
1595,15.95,SSLW,abh_21,896,8.96,provisional,19
2023,20.22,GT,abh_21,1595,15.95,provisional,19
521,5.21,QS,abh_21,0,0.0,provisional,20
561,5.61,GI,abh_21,521,5.21,provisional,20
928,9.28,SSSW,abh_21,561,5.61,provisional,20
1012,10.12,SLT,abh_21,928,9.28,provisional,20
1769,17.69,SSLW,abh_21,1012,10.12,provisional,20
2293,22.92,GT,abh_21,1769,17.69,provisional,20
216,2.16,QS,abh_21,0,0.0,provisional,21
265,2.65,GI,abh_21,216,2.16,provisional,21
941,9.41,SSSW,abh_21,265,2.65,provisional,21
1069,10.69,SLT,abh_21,941,9.41,provisional,21
1545,15.45,SSLW,abh_21,1069,10.69,provisional,21
1939,19.38,GT,abh_21,1545,15.45,provisional,21
261,2.61,QS,abh_21,0,0.0,provisional,22
325,3.25,GI,abh_21,261,2.61,provisional,22
913,9.13,SSSW,abh_21,325,3.25,provisional,22
1033,10.33,SLT,abh_21,913,9.13,provisional,22
1577,15.77,SSLW,abh_21,1033,10.33,provisional,22
2011,20.1,GT,abh_21,1577,15.77,provisional,22
