end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
435,4.35,SSSW,ashu_1,76,0.76,model_assisted_provisional,7
528,5.28,SLT,ashu_1,435,4.35,model_assisted_provisional,7
2067,20.67,SSLW,ashu_1,528,5.28,model_assisted_provisional,7
2171,21.7,GT,ashu_1,2067,20.67,model_assisted_provisional,7
4,0.04,QS,ashu_1,0,0.0,model_assisted_provisional,8
63,0.63,GI,ashu_1,4,0.04,model_assisted_provisional,8
256,2.56,SSSW,ashu_1,63,0.63,model_assisted_provisional,8
359,3.59,SLT,ashu_1,256,2.56,model_assisted_provisional,8
1666,16.66,SSLW,ashu_1,359,3.59,model_assisted_provisional,8
2020,20.19,GT,ashu_1,1666,16.66,model_assisted_provisional,8
21,0.21,QS,ashu_1,0,0.0,model_assisted_provisional,9
76,0.76,GI,ashu_1,21,0.21,model_assisted_provisional,9
412,4.12,SSSW,ashu_1,76,0.76,model_assisted_provisional,9
513,5.13,SLT,ashu_1,412,4.12,model_assisted_provisional,9
1953,19.53,SSLW,ashu_1,513,5.13,model_assisted_provisional,9
2080,20.79,GT,ashu_1,1953,19.53,model_assisted_provisional,9
19,0.19,QS,ashu_1,0,0.0,model_assisted_provisional,10
76,0.76,GI,ashu_1,19,0.19,model_assisted_provisional,10
368,3.68,SSSW,ashu_1,76,0.76,model_assisted_provisional,10
433,4.33,SLT,ashu_1,368,3.68,model_assisted_provisional,10
2025,20.25,SSLW,ashu_1,433,4.33,model_assisted_provisional,10
2125,21.24,GT,ashu_1,2025,20.25,model_assisted_provisional,10
64,0.64,QS,ashu_1,0,0.0,model_assisted_provisional,11
114,1.14,GI,ashu_1,64,0.64,model_assisted_provisional,11
475,4.75,SSSW,ashu_1,114,1.14,model_assisted_provisional,11
575,5.75,SLT,ashu_1,475,4.75,model_assisted_provisional,11
1642,16.42,SSLW,ashu_1,575,5.75,model_assisted_provisional,11
7755,77.54,GT,ashu_1,1642,16.42,model_assisted_provisional,11
91,0.91,QS,ashu_1,0,0.0,model_assisted_provisional,12
149,1.49,GI,ashu_1,91,0.91,model_assisted_provisional,12
339,3.39,SSSW,ashu_1,149,1.49,model_assisted_provisional,12
410,4.1,SLT,ashu_1,339,3.39,model_assisted_provisional,12
1971,19.71,SSLW,ashu_1,410,4.1,model_assisted_provisional,12
2142,21.41,GT,ashu_1,1971,19.71,model_assisted_provisional,12
385,3.85,QS,ashu_1,0,0.0,provisional,13
436,4.36,GI,ashu_1,385,3.85,provisional,13
585,5.85,SSSW,ashu_1,436,4.36,provisional,13
647,6.47,SLT,ashu_1,585,5.85,provisional,13
1797,17.97,SSLW,ashu_1,647,6.47,provisional,13
2167,21.66,GT,ashu_1,1797,17.97,provisional,13
93,0.93,QS,ashu_1,0,0.0,model_assisted_provisional,14
152,1.52,GI,ashu_1,93,0.93,model_assisted_provisional,14
294,2.94,SSSW,ashu_1,152,1.52,model_assisted_provisional,14
458,4.58,SLT,ashu_1,294,2.94,model_assisted_provisional,14
1763,17.63,SSLW,ashu_1,458,4.58,model_assisted_provisional,14
2289,22.88,GT,ashu_1,1763,17.63,model_assisted_provisional,14
414,4.14,QS,ashu_1,0,0.0,model_assisted_provisional,15
495,4.95,GI,ashu_1,414,4.14,model_assisted_provisional,15
1087,10.87,SSSW,ashu_1,495,4.95,model_assisted_provisional,15
1235,12.35,SLT,ashu_1,1087,10.87,model_assisted_provisional,15
1855,18.55,SSLW,ashu_1,1235,12.35,model_assisted_provisional,15
2125,21.24,GT,ashu_1,1855,18.55,model_assisted_provisional,15
198,1.98,QS,ashu_1,0,0.0,model_assisted_provisional,16
256,2.56,GI,ashu_1,198,1.98,model_assisted_provisional,16
409,4.09,SSSW,ashu_1,256,2.56,model_assisted_provisional,16
479,4.79,SLT,ashu_1,409,4.09,model_assisted_provisional,16
2096,20.96,SSLW,ashu_1,479,4.79,model_assisted_provisional,16
2252,22.51,GT,ashu_1,2096,20.96,model_assisted_provisional,16
416,4.16,QS,ashu_1,0,0.0,provisional,17
466,4.66,GI,ashu_1,416,4.16,provisional,17
672,6.72,SSSW,ashu_1,466,4.66,provisional,17
787,7.87,SLT,ashu_1,672,6.72,provisional,17
1863,18.63,SSLW,ashu_1,787,7.87,provisional,17
2125,21.24,GT,ashu_1,1863,18.63,provisional,17
406,4.06,QS,ashu_1,0,0.0,provisional,18
453,4.53,GI,ashu_1,406,4.06,provisional,18
944,9.44,SSSW,ashu_1,453,4.53,provisional,18
1027,10.27,SLT,ashu_1,944,9.44,provisional,18
1752,17.52,SSLW,ashu_1,1027,10.27,provisional,18
2264,22.63,GT,ashu_1,1752,17.52,provisional,18
447,4.47,QS,ashu_1,0,0.0,model_assisted_provisional,19
523,5.23,GI,ashu_1,447,4.47,model_assisted_provisional,19
759,7.59,SSSW,ashu_1,523,5.23,model_assisted_provisional,19
869,8.69,SLT,ashu_1,759,7.59,model_assisted_provisional,19
1864,18.64,SSLW,ashu_1,869,8.69,model_assisted_provisional,19
2204,22.03,GT,ashu_1,1864,18.64,model_assisted_provisional,19
9,0.09,QS,ashu_1,0,0.0,model_assisted_provisional,20
66,0.66,GI,ashu_1,9,0.09,model_assisted_provisional,20
374,3.74,SSSW,ashu_1,66,0.66,model_assisted_provisional,20
473,4.73,SLT,ashu_1,374,3.74,model_assisted_provisional,20
2075,20.75,SSLW,ashu_1,473,4.73,model_assisted_provisional,20
2201,22.0,GT,ashu_1,2075,20.75,model_assisted_provisional,20
41,0.41,QS,ashu_21,0,0.0,model_assisted_provisional,1
100,1.0,GI,ashu_21,41,0.41,model_assisted_provisional,1
1938,19.38,SSSW,ashu_21,100,1.0,model_assisted_provisional,1
2129,21.29,SLT,ashu_21,1938,19.38,model_assisted_provisional,1
2878,28.78,SSLW,ashu_21,2129,21.29,model_assisted_provisional,1
3090,30.89,GT,ashu_21,2878,28.78,model_assisted_provisional,1
422,4.22,QS,ashu_21,0,0.0,provisional,2
554,5.54,GI,ashu_21,422,4.22,provisional,2
884,8.84,SSSW,ashu_21,554,5.54,provisional,2
944,9.44,SLT,ashu_21,884,8.84,provisional,2
1837,18.37,SSLW,ashu_21,944,9.44,provisional,2
2873,28.72,GT,ashu_21,1837,18.37,provisional,2
119,1.19,QS,ashu_21,0,0.0,model_assisted_provisional,3
178,1.78,GI,ashu_21,119,1.19,model_assisted_provisional,3
760,7.6,SSSW,ashu_21,178,1.78,model_assisted_provisional,3
865,8.65,SLT,ashu_21,760,7.6,model_assisted_provisional,3
2116,21.16,SSLW,ashu_21,865,8.65,model_assisted_provisional,3
2571,25.7,GT,ashu_21,2116,21.16,model_assisted_provisional,3
159,1.59,QS,ashu_21,0,0.0,model_assisted_provisional,4
216,2.16,GI,ashu_21,159,1.59,model_assisted_provisional,4
1453,14.53,SSSW,ashu_21,216,2.16,model_assisted_provisional,4
1567,15.67,SLT,ashu_21,1453,14.53,model_assisted_provisional,4
1858,18.58,SSLW,ashu_21,1567,15.67,model_assisted_provisional,4
2395,23.94,GT,ashu_21,1858,18.58,model_assisted_provisional,4
122,1.22,QS,ashu_21,0,0.0,model_assisted_provisional,5
184,1.84,GI,ashu_21,122,1.22,model_assisted_provisional,5
435,4.35,SSSW,ashu_21,184,1.84,model_assisted_provisional,5
550,5.5,SLT,ashu_21,435,4.35,model_assisted_provisional,5
1811,18.11,SSLW,ashu_21,550,5.5,model_assisted_provisional,5
1911,19.1,GT,ashu_21,1811,18.11,model_assisted_provisional,5
56,0.56,QS,ashu_21,0,0.0,model_assisted_provisional,6
117,1.17,GI,ashu_21,56,0.56,model_assisted_provisional,6
364,3.64,SSSW,ashu_21,117,1.17,model_assisted_provisional,6
484,4.84,SLT,ashu_21,364,3.64,model_assisted_provisional,6
1856,18.56,SSLW,ashu_21,484,4.84,model_assisted_provisional,6
2166,21.65,GT,ashu_21,1856,18.56,model_assisted_provisional,6
43,0.43,QS,ashu_21,0,0.0,model_assisted_provisional,7
104,1.04,GI,ashu_21,43,0.43,model_assisted_provisional,7
465,4.65,SSSW,ashu_21,104,1.04,model_assisted_provisional,7
546,5.46,SLT,ashu_21,465,4.65,model_assisted_provisional,7
1885,18.85,SSLW,ashu_21,546,5.46,model_assisted_provisional,7
2269,22.68,GT,ashu_21,1885,18.85,model_assisted_provisional,7
426,4.26,QS,ashu_21,0,0.0,model_assisted_provisional,8
492,4.92,GI,ashu_21,426,4.26,model_assisted_provisional,8
1121,11.21,SSSW,ashu_21,492,4.92,model_assisted_provisional,8
1222,12.22,SLT,ashu_21,1121,11.21,model_assisted_provisional,8
1862,18.62,SSLW,ashu_21,1222,12.22,model_assisted_provisional,8
2217,22.16,GT,ashu_21,1862,18.62,model_assisted_provisional,8
428,4.28,QS,ashu_21,0,0.0,model_assisted_provisional,9
526,5.26,GI,ashu_21,428,4.28,model_assisted_provisional,9
984,9.84,SSSW,ashu_21,526,5.26,model_assisted_provisional,9
1141,11.41,SLT,ashu_21,984,9.84,model_assisted_provisional,9
1873,18.73,SSLW,ashu_21,1141,11.41,model_assisted_provisional,9
2131,21.3,GT,ashu_21,1873,18.73,model_assisted_provisional,9
56,0.56,QS,ashu_21,0,0.0,model_assisted_provisional,10
114,1.14,GI,ashu_21,56,0.56,model_assisted_provisional,10
1470,14.7,SSSW,ashu_21,114,1.14,model_assisted_provisional,10
1597,15.97,SLT,ashu_21,1470,14.7,model_assisted_provisional,10
1891,18.91,SSLW,ashu_21,1597,15.97,model_assisted_provisional,10
2033,20.32,GT,ashu_21,1891,18.91,model_assisted_provisional,10
443,4.43,QS,ashu_21,0,0.0,provisional,11
526,5.26,GI,ashu_21,443,4.43,provisional,11
1450,14.5,SSSW,ashu_21,526,5.26,provisional,11
1562,15.62,SLT,ashu_21,1450,14.5,provisional,11
1796,17.96,SSLW,ashu_21,1562,15.62,provisional,11
2129,21.28,GT,ashu_21,1796,17.96,provisional,11
422,4.22,QS,ashu_21,0,0.0,provisional,12
458,4.58,GI,ashu_21,422,4.22,provisional,12
1371,13.71,SSSW,ashu_21,458,4.58,provisional,12
1475,14.75,SLT,ashu_21,1371,13.71,provisional,12
1709,17.09,SSLW,ashu_21,1475,14.75,provisional,12
2343,23.42,GT,ashu_21,1709,17.09,provisional,12
398,3.98,QS,ashu_21,0,0.0,provisional,13
455,4.55,GI,ashu_21,398,3.98,provisional,13
936,9.36,SSSW,ashu_21,455,4.55,provisional,13
1008,10.08,SLT,ashu_21,936,9.36,provisional,13
1773,17.73,SSLW,ashu_21,1008,10.08,provisional,13
2317,23.16,GT,ashu_21,1773,17.73,provisional,13
148,1.48,QS,ashu_21,0,0.0,model_assisted_provisional,14
197,1.97,GI,ashu_21,148,1.48,model_assisted_provisional,14
402,4.02,SSSW,ashu_21,197,1.97,model_assisted_provisional,14
511,5.11,SLT,ashu_21,402,4.02,model_assisted_provisional,14
1852,18.52,SSLW,ashu_21,511,5.11,model_assisted_provisional,14
2204,22.03,GT,ashu_21,1852,18.52,model_assisted_provisional,14
320,3.2,QS,ashu_21,0,0.0,provisional,15
416,4.16,GI,ashu_21,320,3.2,provisional,15
1311,13.11,SSSW,ashu_21,416,4.16,provisional,15
1375,13.75,SLT,ashu_21,1311,13.11,provisional,15
1666,16.66,SSLW,ashu_21,1375,13.75,provisional,15
2082,20.81,GT,ashu_21,1666,16.66,provisional,15
343,3.43,QS,ashu_21,0,0.0,model_assisted_provisional,16
394,3.94,GI,ashu_21,343,3.43,model_assisted_provisional,16
586,5.86,SSSW,ashu_21,394,3.94,model_assisted_provisional,16
692,6.92,SLT,ashu_21,586,5.86,model_assisted_provisional,16
1973,19.73,SSLW,ashu_21,692,6.92,model_assisted_provisional,16
2308,23.07,GT,ashu_21,1973,19.73,model_assisted_provisional,16
301,3.01,QS,ashu_21,0,0.0,model_assisted_provisional,17
356,3.56,GI,ashu_21,301,3.01,model_assisted_provisional,17
689,6.89,SSSW,ashu_21,356,3.56,model_assisted_provisional,17
760,7.6,SLT,ashu_21,689,6.89,model_assisted_provisional,17
2003,20.03,SSLW,ashu_21,760,7.6,model_assisted_provisional,17
2272,22.71,GT,ashu_21,2003,20.03,model_assisted_provisional,17
381,3.81,QS,ashu_21,0,0.0,provisional,18
415,4.15,GI,ashu_21,381,3.81,provisional,18
1322,13.22,SSSW,ashu_21,415,4.15,provisional,18
1444,14.44,SLT,ashu_21,1322,13.22,provisional,18
1784,17.84,SSLW,ashu_21,1444,14.44,provisional,18
2333,23.32,GT,ashu_21,1784,17.84,provisional,18
372,3.72,QS,ashu_21,0,0.0,provisional,19
466,4.66,GI,ashu_21,372,3.72,provisional,19
1179,11.79,SSSW,ashu_21,466,4.66,provisional,19
1255,12.55,SLT,ashu_21,1179,11.79,provisional,19
1763,17.63,SSLW,ashu_21,1255,12.55,provisional,19
2460,24.59,GT,ashu_21,1763,17.63,provisional,19
458,4.58,QS,ashu_21,0,0.0,provisional,20
502,5.02,GI,ashu_21,458,4.58,provisional,20
1511,15.11,SSSW,ashu_21,502,5.02,provisional,20
1575,15.75,SLT,ashu_21,1511,15.11,provisional,20
1786,17.86,SSLW,ashu_21,1575,15.75,provisional,20
2419,24.18,GT,ashu_21,1786,17.86,provisional,20
