end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
2288,22.87,GT,rohan_12,1511,15.11,provisional,1
228,2.28,QS,rohan_13,0,0.0,provisional,1
260,2.6,GI,rohan_13,228,2.28,provisional,1
850,8.5,SSSW,rohan_13,260,2.6,provisional,1
961,9.61,SLT,rohan_13,850,8.5,provisional,1
1542,15.42,SSLW,rohan_13,961,9.61,provisional,1
2397,23.96,GT,rohan_13,1542,15.42,provisional,1
158,1.58,QS,rohan_13,0,0.0,provisional,2
205,2.05,GI,rohan_13,158,1.58,provisional,2
434,4.34,SSSW,rohan_13,205,2.05,provisional,2
548,5.48,SLT,rohan_13,434,4.34,provisional,2
1453,14.53,SSLW,rohan_13,548,5.48,provisional,2
2029,20.28,GT,rohan_13,1453,14.53,provisional,2
383,3.83,QS,rohan_13,0,0.0,provisional,3
419,4.19,GI,rohan_13,383,3.83,provisional,3
990,9.9,SSSW,rohan_13,419,4.19,provisional,3
1108,11.08,SLT,rohan_13,990,9.9,provisional,3
1665,16.65,SSLW,rohan_13,1108,11.08,provisional,3
2263,22.62,GT,rohan_13,1665,16.65,provisional,3
285,2.85,QS,rohan_13,0,0.0,provisional,4
320,3.2,GI,rohan_13,285,2.85,provisional,4
502,5.02,SSSW,rohan_13,320,3.2,provisional,4
607,6.07,SLT,rohan_13,502,5.02,provisional,4
1556,15.56,SSLW,rohan_13,607,6.07,provisional,4
2449,24.48,GT,rohan_13,1556,15.56,provisional,4
310,3.1,QS,rohan_13,0,0.0,provisional,5
353,3.53,GI,rohan_13,310,3.1,provisional,5
597,5.97,SSSW,rohan_13,353,3.53,provisional,5
710,7.1,SLT,rohan_13,597,5.97,provisional,5
1611,16.11,SSLW,rohan_13,710,7.1,provisional,5
2259,22.58,GT,rohan_13,1611,16.11,provisional,5
385,3.85,QS,rohan_13,0,0.0,provisional,6
411,4.11,GI,rohan_13,385,3.85,provisional,6
1003,10.03,SSSW,rohan_13,411,4.11,provisional,6
1133,11.33,SLT,rohan_13,1003,10.03,provisional,6
1683,16.83,SSLW,rohan_13,1133,11.33,provisional,6
2400,23.99,GT,rohan_13,1683,16.83,provisional,6
895,8.95,QS,rohan_13,0,0.0,provisional,7
938,9.38,GI,rohan_13,895,8.95,provisional,7
1505,15.05,SSSW,rohan_13,938,9.38,provisional,7
1620,16.2,SLT,rohan_13,1505,15.05,provisional,7
2188,21.88,SSLW,rohan_13,1620,16.2,provisional,7
2837,28.36,GT,rohan_13,2188,21.88,provisional,7
317,3.17,QS,rohan_13,0,0.0,provisional,8
350,3.5,GI,rohan_13,317,3.17,provisional,8
578,5.78,SSSW,rohan_13,350,3.5,provisional,8
683,6.83,SLT,rohan_13,578,5.78,provisional,8
1622,16.22,SSLW,rohan_13,683,6.83,provisional,8
2225,22.24,GT,rohan_13,1622,16.22,provisional,8
466,4.66,QS,rohan_13,0,0.0,provisional,9
503,5.03,GI,rohan_13,466,4.66,provisional,9
995,9.95,SSSW,rohan_13,503,5.03,provisional,9
1170,11.7,SLT,rohan_13,995,9.95,provisional,9
1781,17.81,SSLW,rohan_13,1170,11.7,provisional,9
2491,24.9,GT,rohan_13,1781,17.81,provisional,9
378,3.78,QS,rohan_13,0,0.0,provisional,10
426,4.26,GI,rohan_13,378,3.78,provisional,10
996,9.96,SSSW,rohan_13,426,4.26,provisional,10
1116,11.16,SLT,rohan_13,996,9.96,provisional,10
1686,16.86,SSLW,rohan_13,1116,11.16,provisional,10
2355,23.54,GT,rohan_13,1686,16.86,provisional,10
289,2.89,QS,rohan_21,0,0.0,provisional,1
339,3.39,GI,rohan_21,289,2.89,provisional,1
1039,10.39,SSSW,rohan_21,339,3.39,provisional,1
1157,11.57,SLT,rohan_21,1039,10.39,provisional,1
1615,16.15,SSLW,rohan_21,1157,11.57,provisional,1
2092,20.91,GT,rohan_21,1615,16.15,provisional,1
421,4.21,QS,rohan_21,0,0.0,model_assisted_provisional,2
482,4.82,GI,rohan_21,421,4.21,model_assisted_provisional,2
1128,11.28,SSSW,rohan_21,482,4.82,model_assisted_provisional,2
1254,12.54,SLT,rohan_21,1128,11.28,model_assisted_provisional,2
1839,18.39,SSLW,rohan_21,1254,12.54,model_assisted_provisional,2
2534,25.33,GT,rohan_21,1839,18.39,model_assisted_provisional,2
319,3.19,QS,rohan_21,0,0.0,provisional,3
370,3.7,GI,rohan_21,319,3.19,provisional,3
595,5.95,SSSW,rohan_21,370,3.7,provisional,3
705,7.05,SLT,rohan_21,595,5.95,provisional,3
1617,16.17,SSLW,rohan_21,705,7.05,provisional,3
2711,27.1,GT,rohan_21,1617,16.17,provisional,3
436,4.36,QS,rohan_21,0,0.0,provisional,4
480,4.8,GI,rohan_21,436,4.36,provisional,4
1075,10.75,SSSW,rohan_21,480,4.8,provisional,4
1198,11.98,SLT,rohan_21,1075,10.75,provisional,4
1797,17.97,SSLW,rohan_21,1198,11.98,provisional,4
2356,23.55,GT,rohan_21,1797,17.97,provisional,4
372,3.72,QS,rohan_21,0,0.0,provisional,5
459,4.59,GI,rohan_21,372,3.72,provisional,5
640,6.4,SSSW,rohan_21,459,4.59,provisional,5
754,7.54,SLT,rohan_21,640,6.4,provisional,5
1676,16.76,SSLW,rohan_21,754,7.54,provisional,5
2290,22.89,GT,rohan_21,1676,16.76,provisional,5
413,4.13,QS,rohan_21,0,0.0,provisional,6
451,4.51,GI,rohan_21,413,4.13,provisional,6
1037,10.37,SSSW,rohan_21,451,4.51,provisional,6
1185,11.85,SLT,rohan_21,1037,10.37,provisional,6
1719,17.19,SSLW,rohan_21,1185,11.85,provisional,6
2365,23.64,GT,rohan_21,1719,17.19,provisional,6
263,2.63,QS,rohan_21,0,0.0,provisional,7
326,3.26,GI,rohan_21,263,2.63,provisional,7
464,4.64,SSSW,rohan_21,326,3.26,provisional,7
589,5.89,SLT,rohan_21,464,4.64,provisional,7
1641,16.41,SSLW,rohan_21,589,5.89,provisional,7
2356,23.55,GT,rohan_21,1641,16.41,provisional,7
391,3.91,QS,rohan_21,0,0.0,provisional,8
443,4.43,GI,rohan_21,391,3.91,provisional,8
1161,11.61,SSSW,rohan_21,443,4.43,provisional,8
1286,12.86,SLT,rohan_21,1161,11.61,provisional,8
1757,17.57,SSLW,rohan_21,1286,12.86,provisional,8
2407,24.06,GT,rohan_21,1757,17.57,provisional,8
524,5.24,QS,rohan_21,0,0.0,provisional,9
675,6.75,GI,rohan_21,524,5.24,provisional,9
897,8.97,SSSW,rohan_21,675,6.75,provisional,9
1016,10.16,SLT,rohan_21,897,8.97,provisional,9
1946,19.46,SSLW,rohan_21,1016,10.16,provisional,9
2458,24.57,GT,rohan_21,1946,19.46,provisional,9
823,8.23,QS,rohan_30,0,0.0,provisional,1
878,8.78,GI,rohan_30,823,8.23,provisional,1
1426,14.26,SSSW,rohan_30,878,8.78,provisional,1
1579,15.79,SLT,rohan_30,1426,14.26,provisional,1
2097,20.97,SSLW,rohan_30,1579,15.79,provisional,1
2554,25.53,GT,rohan_30,2097,20.97,provisional,1
429,4.29,QS,rohan_30,0,0.0,provisional,2
467,4.67,GI,rohan_30,429,4.29,provisional,2
707,7.07,SSSW,rohan_30,467,4.67,provisional,2
820,8.2,SLT,rohan_30,707,7.07,provisional,2
1702,17.02,SSLW,rohan_30,820,8.2,provisional,2
2064,20.63,GT,rohan_30,1702,17.02,provisional,2
340,3.4,QS,rohan_30,0,0.0,provisional,3
404,4.04,GI,rohan_30,340,3.4,provisional,3
779,7.79,SSSW,rohan_30,404,4.04,provisional,3
866,8.66,SLT,rohan_30,779,7.79,provisional,3
1702,17.02,SSLW,rohan_30,866,8.66,provisional,3
2268,22.67,GT,rohan_30,1702,17.02,provisional,3
231,2.31,QS,rohan_30,0,0.0,provisional,4
269,2.69,GI,rohan_30,231,2.31,provisional,4
458,4.58,SSSW,rohan_30,269,2.69,provisional,4
571,5.71,SLT,rohan_30,458,4.58,provisional,4
1572,15.72,SSLW,rohan_30,571,5.71,provisional,4
2117,21.16,GT,rohan_30,1572,15.72,provisional,4
1452,14.52,QS,rohan_30,0,0.0,provisional,5
1496,14.96,GI,rohan_30,1452,14.52,provisional,5
2061,20.61,SSSW,rohan_30,1496,14.96,provisional,5
2196,21.96,SLT,rohan_30,2061,20.61,provisional,5
2740,27.4,SSLW,rohan_30,2196,21.96,provisional,5
3402,34.01,GT,rohan_30,2740,27.4,provisional,5
402,4.02,QS,rohan_30,0,0.0,provisional,6
524,5.24,GI,rohan_30,402,4.02,provisional,6
787,7.87,SSSW,rohan_30,524,5.24,provisional,6
905,9.05,SLT,rohan_30,787,7.87,provisional,6
1754,17.54,SSLW,rohan_30,905,9.05,provisional,6
2381,23.8,GT,rohan_30,1754,17.54,provisional,6
491,4.91,QS,rohan_30,0,0.0,provisional,7
544,5.44,GI,rohan_30,491,4.91,provisional,7
1133,11.33,SSSW,rohan_30,544,5.44,provisional,7
1254,12.54,SLT,rohan_30,1133,11.33,provisional,7
1798,17.98,SSLW,rohan_30,1254,12.54,provisional,7
2677,26.76,GT,rohan_30,1798,17.98,provisional,7
325,3.25,QS,rohan_30,0,0.0,provisional,8
370,3.7,GI,rohan_30,325,3.25,provisional,8
599,5.99,SSSW,rohan_30,370,3.7,provisional,8
708,7.08,SLT,rohan_30,599,5.99,provisional,8
1593,15.93,SSLW,rohan_30,708,7.08,provisional,8
2299,22.98,GT,rohan_30,1593,15.93,provisional,8
483,4.83,QS,rohan_30,0,0.0,provisional,9
523,5.23,GI,rohan_30,483,4.83,provisional,9
1117,11.17,SSSW,rohan_30,523,5.23,provisional,9
1240,12.4,SLT,rohan_30,1117,11.17,provisional,9
1782,17.82,SSLW,rohan_30,1240,12.4,provisional,9
2629,26.28,GT,rohan_30,1782,17.82,provisional,9
357,3.57,QS,rohan_30,0,0.0,provisional,10
418,4.18,GI,rohan_30,357,3.57,provisional,10
926,9.26,SSSW,rohan_30,418,4.18,provisional,10
1039,10.39,SLT,rohan_30,926,9.26,provisional,10
1722,17.22,SSLW,rohan_30,1039,10.39,provisional,10
2379,23.78,GT,rohan_30,1722,17.22,provisional,10
333,3.33,QS,rohan_30,0,0.0,provisional,11
386,3.86,GI,rohan_30,333,3.33,provisional,11
988,9.88,SSSW,rohan_30,386,3.86,provisional,11
1119,11.19,SLT,rohan_30,988,9.88,provisional,11
1648,16.48,SSLW,rohan_30,1119,11.19,provisional,11
2283,22.82,GT,rohan_30,1648,16.48,provisional,11
